No,業種区分,施設名称,施設所在地,施設所在地,施設ビル名,施設TEL,開設者名,代表者肩書,代表者名,確認番号,確認年月日,前月新確認施設(確認年月日)
436,取次所,ホワイト急便北２６条東９丁目店,北海道札幌市東区北２６条東９丁目４－１７,札幌市東区北２６条東９丁目４－１７,,011-711-6082,田川克彦,,,札東保衛確認（ク）第8号,1996-08-20,
437,取次所,ぴよちゃんクリーニング江戸,北海道札幌市東区北２６条東１２丁目１－１,札幌市東区北２６条東１２丁目１－１,,011-721-6261,江戸広市,,,札東保衛確認（ク）第15号,1994-10-03,
438,取次所,エンパイアー　マックスバリュ北２６条店,北海道札幌市東区北２６条東１５丁目３９９,札幌市東区北２６条東１５丁目３９９,フードセンター,011-742-0701,株式会社エンパイアー,代表取締役,山下譲,札保東確認（ク）第4号,1999-06-16,
439,取次所,有限会社　エイドクリーニング,北海道札幌市東区北２６条東１８丁目６－６,札幌市東区北２６条東１８丁目６－６,,011-784-7994,有限会社エイドクリーニング,代表取締役,坂内良政,札東保衛確認（ク）第13号,1989-08-07,
440,取次所,クリーンスター　元町店,北海道札幌市東区北２６条東１９丁目２－１,札幌市東区北２６条東１９丁目２－１,,011-787-4874,株式会社クリーンスター,代表取締役,小島隆義,札保環確認（ク）第6号,2014-07-08,
441,リネンサプライ,中央医療寝装株式会社,北海道札幌市東区北２７条東１丁目,札幌市東区北２７条東１丁目,,011-751-6567,中央医療寝装株式会社,代表取締役,似鳥元吾,札東保衛確認（ク）第5号,1992-07-31,
442,取次所,札幌東急ストア北栄店,北海道札幌市東区北２７条東１丁目３番１号,札幌市東区北２７条東１丁目３番１号,東急ストア北栄店　１階,011-722-7222,株式会社清晃舎クリーニング,代表取締役,小林幸治,札保環確認（ク）第26号,2007-08-23,
443,取次所,ぴよちゃんクリーニングやすい店,北海道札幌市東区北２７条東５丁目２－１,札幌市東区北２７条東５丁目２－１,,011-711-7226,安居勤,,,札保東確認（ク）第3号,2000-06-01,
444,クリーニング工場,磯部ドライショップ,北海道札幌市東区北２８条東１２丁目１－１,札幌市東区北２８条東１２丁目１－１,,011-721-7081,磯部外治,,,札東保衛確認（ク）第14号,1979-09-04,
445,取次所,ワークス北光,北海道札幌市東区北３０条東７丁目２番１６号,札幌市東区北３０条東７丁目２番１６号,第５木村ビル　１階,011-751-6878,会田忠,,,札保環確認（ク）第9号,2006-04-25,
446,取次所,クリーニングアット　ハッピー３０条店,北海道札幌市東区北３０条東８丁目１番２号,札幌市東区北３０条東８丁目１番２号,スーパーハッピー内,011-753-4327,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第21号,2009-09-07,
447,取次所,ホワイト急便　北３１条東１０丁目店,北海道札幌市東区北３１条東１０丁目１－１,札幌市東区北３１条東１０丁目１－１,小笠原商店内,011-752-6383,小笠原弘幸,,,札保環確認（ク）第59号,2007-01-26,
448,取次所,磯部ドライショップ,北海道札幌市東区北３１条東１３丁目１－６,札幌市東区北３１条東１３丁目１－６,五十嵐商店,011-702-0132,有限会社磯部ドライショップ,代表取締役,磯部外治,札東保衛確認（ク）第12号,1991-09-02,
449,取次所,大五ドライクリーニング　イオン元町店,北海道札幌市東区北３１条東１５丁目１番１号,札幌市東区北３１条東１５丁目１番１号,イオン元町ショッピングセンター　１階,011-711-3151,株式会社大五ドライクリーニング,代表取締役,後藤文雄,札保環確認（ク）第20号,2002-06-14,
450,取次所,カクサン・コーポレーション有限会社,北海道札幌市東区北３１条東１７丁目１－１,札幌市東区北３１条東１７丁目１－１,,011-785-7157,カクサン・コーポレーション有限会社,取締役,北島敏弘,札保東確認（ク）第2号,1997-04-04,
451,取次所,ホワイト急便北３１条東１７丁目店,北海道札幌市東区北３１条東１７丁目５－２２,札幌市東区北３１条東１７丁目５－２２,,011-786-9733,山崎昭子,,,札保東確認（ク）第11号,1998-07-27,
452,取次所,ホワイト急便　サッポロ北３２条東４丁目店,北海道札幌市東区北３２条東４丁目１－１,札幌市東区北３２条東４丁目１－１,,011-742-6247,岡村千代子,,,札保東確認（ク）第12号,2002-03-15,
453,リネンサプライ,株式会社　北栄ベビーサービス,北海道札幌市東区北３２条東９丁目,札幌市東区北３２条東９丁目,,011-751-6116,株式会社北栄ベビーサービス,代表取締役,吉田信一,札東保衛確認（ク）第26号,1986-12-26,
454,取次所,ホワイト急便サッポロ北３２条東１４丁目店,北海道札幌市東区北３２条東１４丁目,札幌市東区北３２条東１４丁目,,011-741-0286,中川祥子,,,札東保衛確認（ク）第15号,1996-10-24,
455,取次所,ＫマートＡみやけ,北海道札幌市東区北３３条東５丁目,札幌市東区北３３条東５丁目,,011-731-9826,三宅宣秀,,,札東保衛確認（ク）第2号,1982-02-13,
456,クリーニング工場,有限会社　谷村クリーニング商会,北海道札幌市東区北３３条東９丁目６－５,札幌市東区北３３条東９丁目６－５,,011-731-8076,有限会社谷村クリーニング商会,代表取締役,谷村美喜雄,札東保衛確認（ク）第64号,1975-10-31,
457,取次所,札幌白洋舎株式会社　新道サービス店,北海道札幌市東区北３４条東１６丁目,札幌市東区北３４条東１６丁目,札幌フードセンター内,011-784-5771,札幌白洋舎株式会社,代表取締役,黒澤浩信,札東保衛確認（ク）第48号,1989-02-27,
458,クリーニング工場,三和クリーニング,北海道札幌市東区北３４条東１６丁目１－５,札幌市東区北３４条東１６丁目１－５,,011-782-0258,株式会社丸友秀美,代表取締役,橋本哲也,札保東確認（ク）第24号,1998-11-10,
459,クリーニング工場,洞内クリーニング店,北海道札幌市東区北３４条東１９丁目２－２１,札幌市東区北３４条東１９丁目２－２１,,011-786-9346,洞内義文,,,札保環確認（ク）第27号,2010-12-03,
460,取次所,エンパイアーラルズマート北３５条店,北海道札幌市東区北３５条東４丁目１,札幌市東区北３５条東４丁目１,ラルズマート北３５条店,011-748-6533,株式会社エンパイアー,代表取締役,山下譲,札保東確認（ク）第13号,2000-02-29,
461,取次所,クリーンスター北３６条東店,北海道札幌市東区北３６条東２０丁目２－１,札幌市東区北３６条東２０丁目２－１,,011-784-4874,株式会社クリーンスター,代表取締役,小島隆義,札保環確認（ク）第25号,2015-01-21,
462,取次所,ホワイト急便サッポロ北３６条東２５丁目店,北海道札幌市東区北３６条東２５丁目,札幌市東区北３６条東２５丁目,,011-782-4515,野村陽子,,,札東保衛確認（ク）第30号,1990-02-16,
463,取次所,エンパイアー丘珠空港通店,北海道札幌市東区北３７条東２５丁目１－１,札幌市東区北３７条東２５丁目１－１,,011-782-6700,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第9号,2016-09-20,
464,取次所,ホワイト急便サッポロ北３８条東４丁目店,北海道札幌市東区北３８条東４丁目１－８,札幌市東区北３８条東４丁目１－８,,011-751-0428,石川昭治,,,札東保衛確認（ク）第14号,1996-10-24,
465,取次所,株式会社光生舎　札幌北営業所,北海道札幌市東区北３８条東１５丁目１番１号,札幌市東区北３８条東１５丁目１番１号,,011-748-1174,株式会社光生舎,代表取締役,髙江智和理,札保環確認（ク）第19号,2018-02-06,
466,取次所,松本寝具（株）,北海道札幌市東区北３９条東７丁目３－２２,札幌市東区北３９条東７丁目３－２２,,011-374-1155,松本寝具株式会社,代表取締役,松本光史,札保環確認（ク）第50号,2009-03-26,
467,取次所,ホワイト急便サッポロ北３９条東８丁目店Ｊ，ボーイ,北海道札幌市東区北３９条東８丁目１－８,札幌市東区北３９条東８丁目１－８,グリーンビルＫ１Ｆ,011-704-3447,野澤隆弘,,,札東保衛確認（ク）第25号,1997-02-24,
468,取次所,株式会社光生舎北センター,北海道札幌市東区北３９条東１５丁目,札幌市東区北３９条東１５丁目,,011-753-4921,株式会社光生舎,代表取締役,高江智和理,札東保衛確認（ク）第14号,1986-09-01,
469,取次所,光生舎クリーナース,北海道札幌市東区北３９条東１５丁目１番１９号,札幌市東区北３９条東１５丁目１番１９号,（株）光生舎ビル　１階,011-753-4925,株式会社光生舎エンタープライズ,代表取締役,辻秀夫,札保環確認（ク）第39号,2012-12-05,
470,取次所,クリーニングエース　マックスバリュ北４０条店,北海道札幌市東区北４０条東１丁目,札幌市東区北４０条東１丁目,マックスバリュ店内,011-712-1200,株式会社エースランドリー,代表取締役,菊地紀雄,札保環確認（ク）第4号,2017-07-25,
471,取次所,エンパイアー　ザ　ビック　エクスプレス栄町店,北海道札幌市東区北４１条東１７丁目４－１,札幌市東区北４１条東１７丁目４－１,,011-785-6689,株式会社エンパイアー,代表取締役,山下譲,札保環確認（ク）第46号,2006-02-22,
472,取次所,ひろせ化粧品店,北海道札幌市東区北４２条東２丁目３－３５,札幌市東区北４２条東２丁目３－３５,,011-721-5410,廣瀬彌,,,札保東確認（ク）第3号,1999-05-25,
473,取次所,Ｙショップ栄町北４２条店有限会社丸宇宇山商店,北海道札幌市東区北４２条東４丁目１－１,札幌市東区北４２条東４丁目１－１,,011-711-5984,有限会社丸宇宇山商店,代表取締役,宇山芳子,札保東確認（ク）第11号,2001-02-22,
474,取次所,ダスキンエーワン,北海道札幌市東区北４２条東６丁目２－８,札幌市東区北４２条東６丁目２－８,,011-742-1626,株式会社エーワン,代表取締役,渡邊一夫,札東保衛確認（ク）第10号,1993-08-24,
475,取次所,ダスキン北四十二条支店,北海道札幌市東区北４２条東１４丁目１番３７号,札幌市東区北４２条東１４丁目１番３７号,,011-741-0018,株式会社ダスキンサーヴ北海道,代表取締役,榮田典正,札保環確認（ク）第95号,2003-03-20,
476,取次所,クリーニング　アット　ダイエー栄町店,北海道札幌市東区北４２条東１６丁目１－５,札幌市東区北４２条東１６丁目１－５,ダイエー栄町店　１Ｆ,011-786-1518,株式会社エースランドリー,代表取締役,菊池紀雄,札保環確認（ク）第24号,2010-11-11,
